Inspection Date,Response Score,Script Item Number,Location Code,Plant Number,Installed Component,Installed Modifier,Script ID,Script Description,Attribute ID,Questions,Response Description,Document Link,Script Activity ID,Script Result ID,Site,Work Group,Zone,Script Version Number,5Char_Site_Code,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516635,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516638,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516641,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516644,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516647,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516650,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516653,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516656,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516659,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516662,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516665,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516668,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516671,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516674,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516677,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516680,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997135,SRR-15516683,LISD,TNWMERS,TNW,5,LISD2,Civil Item
07/02/2023,1.0,4,LEGA4STECH,LEGA4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,nan,S-0997152,SRR-15517123,LEGA,TNWCHIR,TNW,11,LEGA4,Civil Item
07/02/2023,1.0,4,LISD2STECH,LISD2STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,nan,S-0997489,SRR-15521859,LISD,TNWMERS,TNW,11,LISD2,Civil Item
08/02/2023,,1,LEGA1SCARE,LEGA1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-0997942,SRR-15534487,LEGA,TNWCHIR,TNW,5,LEGA1,Civil Item
08/02/2023,,1,FIDF2SCARE,FIDF2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1000438,SRR-15581159,FIDF,TNWMERS,TNW,5,FIDF2,Civil Item
08/02/2023,,1,FIDF2SCARE,FIDF2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1000438,SRR-15581162,FIDF,TNWMERS,TNW,5,FIDF2,Civil Item
08/02/2023,1.0,4,FIDF2STECH,FIDF2STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,nan,S-1000921,SRR-15590147,FIDF,TNWMERS,TNW,11,FIDF2,Civil Item
08/02/2023,,1,LISD1SCARE,LISD1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1000963,SRR-15591004,LISD,TNWMERS,TNW,5,LISD1,Civil Item
08/02/2023,,1,FIDF2SCARE,FIDF2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1000976,SRR-15591199,FIDF,TNWMERS,TNW,5,FIDF2,Civil Item
09/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1003225,SRR-15649759,LISD,TNWMERS,TNW,5,LISD2,Civil Item
09/02/2023,,1,LISD2SCARE,LISD2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1003238,SRR-15649928,LISD,TNWMERS,TNW,5,LISD2,Civil Item
09/02/2023,,1,LISD1SCARE,LISD1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1003282,SRR-15650363,LISD,TNWMERS,TNW,5,LISD1,Civil Item
09/02/2023,,1,LISD1SCARE,LISD1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1003287,SRR-15650380,LISD,TNWMERS,TNW,5,LISD1,Civil Item
09/02/2023,,1,LEGA4SCARE,LEGA4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1003374,SRR-15651164,LEGA,TNWCHIR,TNW,5,LEGA4,Civil Item
09/02/2023,,1,LEGA4SCARE,LEGA4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1003382,SRR-15651254,LEGA,TNWCHIR,TNW,5,LEGA4,Civil Item
09/02/2023,,1,LEGA4SCARE,LEGA4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1003386,SRR-15651261,LEGA,TNWCHIR,TNW,5,LEGA4,Civil Item
09/02/2023,,1,LEGA1SCARE,LEGA1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1003450,SRR-15651990,LEGA,TNWCHIR,TNW,5,LEGA1,Civil Item
09/02/2023,,1,LEGA1SCARE,LEGA1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1003454,SRR-15651997,LEGA,TNWCHIR,TNW,5,LEGA1,Civil Item
09/02/2023,,1,LEGA1SCARE,LEGA1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1003459,SRR-15652052,LEGA,TNWCHIR,TNW,5,LEGA1,Civil Item
09/02/2023,,1,FIDF2SCARE,FIDF2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1003527,SRR-15652832,FIDF,TNWMERS,TNW,5,FIDF2,Civil Item
09/02/2023,,1,FIDF2SCARE,FIDF2SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1003533,SRR-15652849,FIDF,TNWMERS,TNW,5,FIDF2,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1008909,SRR-15725709,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1008909,SRR-15725712,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732398,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732401,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732404,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732407,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732410,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732413,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732416,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732419,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732422,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732425,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732428,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732431,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732434,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732437,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732440,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1009236,SRR-15732443,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
14/02/2023,1.0,4,HEYS4STECH,HEYS4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,nan,S-1010369,SRR-15755068,HEYS,TNWLANS,TNW,11,HEYS4,Civil Item
15/02/2023,0.0,4,HEYS4STECH,HEYS4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,NO,nan,S-1010766,SRR-15763860,HEYS,TNWLANS,TNW,11,HEYS4,Civil Item
15/02/2023,,1,HEYS4SCARE,HEYS4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1010795,SRR-15764262,HEYS,TNWLANS,TNW,5,HEYS4,Civil Item
15/02/2023,,1,HEYS1SCARE,HEYS1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1011401,SRR-15774943,HEYS,TNWLANS,TNW,5,HEYS1,Civil Item
15/02/2023,,1,HEYS1SCARE,HEYS1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1011401,SRR-15774946,HEYS,TNWLANS,TNW,5,HEYS1,Civil Item
15/02/2023,,1,HEYS1SCARE,HEYS1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1011401,SRR-15774949,HEYS,TNWLANS,TNW,5,HEYS1,Civil Item
15/02/2023,,1,HEYS1SCARE,HEYS1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1011401,SRR-15774952,HEYS,TNWLANS,TNW,5,HEYS1,Civil Item
15/02/2023,,1,HEYS1SCARE,HEYS1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1011401,SRR-15774955,HEYS,TNWLANS,TNW,5,HEYS1,Civil Item
15/02/2023,,1,HEYS1SCARE,HEYS1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1011401,SRR-15774958,HEYS,TNWLANS,TNW,5,HEYS1,Civil Item
15/02/2023,,1,HEYS1SCARE,HEYS1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1011401,SRR-15774961,HEYS,TNWLANS,TNW,5,HEYS1,Civil Item
15/02/2023,,1,HEYS1SCARE,HEYS1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1011401,SRR-15774964,HEYS,TNWLANS,TNW,5,HEYS1,Civil Item
15/02/2023,1.0,4,HEYS1STECH,HEYS1STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,nan,S-1011519,SRR-15778134,HEYS,TNWLANS,TNW,11,HEYS1,Civil Item
15/02/2023,,1,HEYS1SCARE,HEYS1SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1011746,SRR-15782598,HEYS,TNWLANS,TNW,5,HEYS1,Civil Item
15/02/2023,0.0,4,HEYS1STECH,HEYS1STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,NO,nan,S-1011753,SRR-15782800,HEYS,TNWLANS,TNW,11,HEYS1,Civil Item
20/02/2023,,1,BRFO4SCARE,BRFO4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1020024,SRR-15926980,BRFO,TCNSUFK,TCN,5,BRFO4,Civil Item
22/02/2023,1.0,4,CARR1STECH,CARR1STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,nan,S-1025549,SRR-16035900,CARR,TNWMANS,TNW,11,CARR1,Civil Item
22/02/2023,1.0,4,CARR2STECH,CARR2STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,nan,S-1027376,SRR-16062730,CARR,TNWMANS,TNW,11,CARR2,Civil Item
22/02/2023,1.0,4,CARR2STECH,CARR2STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,nan,S-1027386,SRR-16062832,CARR,TNWMANS,TNW,11,CARR2,Civil Item
28/02/2023,1.0,4,DAIN4STECH,DAIN4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,nan,S-1033535,SRR-16131626,DAIN,TNWMANS,TNW,11,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153190,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153193,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153196,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153199,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153202,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153205,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153208,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153211,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153214,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153217,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153220,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153223,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153226,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153229,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153232,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
28/02/2023,,1,DAIN4SCARE,DAIN4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1035379,SRR-16153235,DAIN,TNWMANS,TNW,5,DAIN4,Civil Item
01/03/2023,1.0,4,DAIN4STECH,DAIN4STECH,GAN,nan,RVSGANAA,GANTRY S/S VISUAL INSPECTION,VICIVGA01,Do you want to report any condition deterioration of the asset?,YES,nan,S-1036233,SRR-16169150,DAIN,TNWMANS,TNW,11,DAIN4,Civil Item
07/03/2023,,1,EGGB4SCARE,EGGB4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1048379,SRR-16290470,EGGB,TNENHUM,TNE,5,EGGB4,Civil Item
07/03/2023,,1,EGGB4SCARE,EGGB4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1048379,SRR-16290473,EGGB,TNENHUM,TNE,5,EGGB4,Civil Item
07/03/2023,,1,EGGB4SCARE,EGGB4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1048379,SRR-16290476,EGGB,TNENHUM,TNE,5,EGGB4,Civil Item
07/03/2023,,1,EGGB4SCARE,EGGB4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1048379,SRR-16290479,EGGB,TNENHUM,TNE,5,EGGB4,Civil Item
07/03/2023,,1,EGGB4SCARE,EGGB4SCARE,TRCH,nan,RVSCIVAA,TRENCH RD X S/S VISUAL INSECTION,VICIVTC05,Do you want to report Trench or crossing?,TRENCH,nan,S-1048379,SRR-16290482,EGGB,TNENHUM,TNE,5,EGGB4,Civil Item
